SO_N_HM [1/min],SO_M_VM [Nm],speed_step,N_HM [1/min],M_HMmess [Nm],PA1_P_1 [W],PA1_P_2 [W],PA1_P_4 [W],PA1_PM [W],Eff_Sys_WT [%],Eff_Motor_PA [%],Eff_DCtoAC_WT [%],T_MOTOR [°C],T_Rotor [°C],motor_loss [kW],motor_eff_motor_ge_80%,motor_eff_generator_eff_ge_80%,motor_eff_motor_eff_interval,motor_eff_motor_eff_interval_value,motor_eff_generator_eff_interval,motor_eff_generator_eff_interval_value,peu_eff_motor_ge_80%,peu_eff_generator_eff_ge_80%,peu_eff_motor_eff_interval,peu_eff_motor_eff_interval_value,peu_eff_generator_eff_interval,peu_eff_generator_eff_interval_value,sys_eff_motor_ge_80%,sys_eff_generator_eff_ge_80%,sys_eff_motor_eff_interval,sys_eff_motor_eff_interval_value,sys_eff_generator_eff_interval,sys_eff_generator_eff_interval_value,motor_motor_eff [%],peu_motor_eff [%],sys_motor_eff [%],motor_motor_speed [rpm],motor_motor_torque [Nm],motor_motor_loss [kW],motor_generator_eff [%],peu_generator_eff [%],sys_generator_eff [%],motor_generator_speed [rpm],motor_generator_torque [Nm],motor_generator_loss [kW],motor_motor_loss_max [kW],motor_generator_loss_max [kW],motor_max_eff [%],motor_max_eff_operator,generator_max_eff [%],generator_max_eff_operator
4000.0,140.0,897.0,3999.998284,142.2752029,40432.93242,21009.00867,63116.8357,59591.68245609966,94.41487646710345,96.98860647779654,97.34635839800187,59.0,,1.850258633900332,,,,,,,,,,,,,,,,,,,96.45769020320749,97.6314939817585,94.17308400568778,10000.0,107.1836001,4.121683170334916,94.28695610810071,97.8248687194351,92.23609103230092,10000.0,-29.62402628,1.7721819043983924,,,,,,
4000.0,145.0,909.0,4000.000774,147.0925825,41977.79244,21594.31148,65323.99645,61609.47056017369,94.31368854985861,96.91274436615139,97.31814857448147,60.0,,1.9626333598263008,,,,,,,,,,,,,,,,,,,96.36991814619843,97.54274411969104,94.00186266570203,10000.0,112.2301863,4.426710923454856,96.6195229420025,97.90981471235051,94.59999588847164,10000.0,-80.24349876,2.8404326464224434,,,,,,
4000.0,150.0,921.0,3999.999053,151.931443,43479.2115,22182.29237,67493.28691,63636.1914262747,94.28521611509511,96.91552534688344,97.2859774299589,61.0,,2.025312443725299,,,,,,,,,,,,,,,,,,,96.20087353381422,97.48358054961274,93.78005604076685,10000.0,117.2564532,4.84884275193623,91.88202264725184,97.22242542551216,89.32993094767662,10000.0,-19.69157984,1.673882754109858,,,,,,
4000.0,155.0,935.0,4000.000951,156.6625783,44914.06992,22767.187530000007,69633.10117000001,65617.84944357192,94.23370256535698,96.95128594803009,97.19695994117103,61.0,,2.063408006428086,,,,,,,,,,,,,,,,,,,96.1602633246301,97.37644601886873,93.63744690791044,10000.0,122.1840977,5.108779479761317,66.83250222079485,86.4324958539242,57.7649997110623,10500.0,-4.951284273,1.8055790600376522,,,,,,
4000.0,160.0,949.0,4000.000619,161.6333243,46499.6742,23392.56017,71912.49754,67699.83217288248,94.14195652880183,96.86316767967205,97.1906647118239,61.0,,2.1924021971175245,,,,,,,,,,,,,,,,,,,96.50185842591233,98.10090608060253,94.66919750044028,10000.0,66.48737312,2.523698695408268,83.24537928174841,94.41391830635487,78.5952243888852,10500.0,-9.898057256,1.823351835465335,,,,,,
4000.0,165.0,963.0,3999.999296,166.514677,48019.46652,23984.92827,74089.71883,69744.35505483428,94.13499761669196,96.86124750890954,97.185406999877,61.0,,2.2600397351657304,,,,,,,,,,,,,,,,,,,95.61824164958831,98.12565248567752,93.82602351399039,10500.0,46.32909519,2.3342502045836446,91.3326474958046,97.07342279596351,88.65972705434937,10500.0,-19.79016267,1.8859134109518563,,,,,,
4000.0,170.0,977.0,3999.998544,171.3662753,49635.24996,24519.54264,76306.55031,71776.42426080661,94.06325403154842,96.79269773968272,97.18011402525948,61.0,,2.378368339193388,,,,,,,,,,,,,,,,,,,95.36173751576975,98.07012571302207,93.5213758638375,10500.0,41.28366484,2.207726864690769,96.11780565744324,97.20302980545996,93.42941928155867,10500.0,-130.79109409999998,5.582664319566859,,,,,,
4000.0,175.0,991.0,3999.999816,176.40317,51223.3215,25097.32763,78589.54359,73886.14110385515,94.01523119833548,96.81015812378892,97.11298175767915,59.0,,2.43450802614486,,,,,,,,,,,,,,,,,,,94.96530183678837,98.02732586341878,93.09194588872775,10500.0,36.27130112,2.114255862775528,96.21630614959076,97.25580206872583,93.57594026668525,10500.0,-125.8501365,5.23546995033609,,,,,,
4000.0,180.0,1003.0,4000.000383,181.5624409,53030.64518,25616.27846,80977.18934,76047.10294643087,93.91175905986424,96.6943135557729,97.12231837262728,60.0,,2.599820693569127,,,,,,,,,,,,,,,,,,,94.36222809889622,98.02293251498253,92.49662316901492,10500.0,31.14979753,2.046211205575644,96.26142050810913,97.36804364582461,93.72786193442647,10500.0,-120.9714159,4.972506210440522,,,,,,
4000.0,185.0,1015.0,4000.000358,186.7080165,54727.53936,26142.62125,83307.69327999999,78202.31757502301,93.87166358355688,96.7010785995062,97.07406054107469,60.0,,2.6678430349769915,,,,,,,,,,,,,,,,,,,76.98383099815463,93.93121810908114,72.31185020360306,10500.0,5.442501755,1.7890316511596849,96.35355543048175,97.39722599341958,93.84569013532112,10500.0,-115.8097361,4.643019920035368,,,,,,
4000.0,190.0,1027.0,4000.001278,191.6170087,56319.38143,26673.10801,85567.42234,80258.45860592012,93.79557828330407,96.70568884904162,96.99075555908583,59.335,,2.73403083407988,,,,,,,,,,,,,,,,,,,92.31472183827452,97.63498588116674,90.13146563303769,10500.0,20.90072083,1.9130918212883008,96.38467539912212,97.51368757478282,93.9882512386685,10500.0,-110.7110536,4.400724362594556,,,,,,
4000.0,195.0,1039.0,3999.998027000001,196.4752592,58032.73404,27164.20747,87821.64625,82293.26169155118,93.70498641905289,96.59180274903648,97.01132368604397,60.0,,2.903679818448829,,,,,,,,,,,,,,,,,,,90.43272565646878,97.01772781486267,87.73577563295434,10500.0,15.73307581,1.8300467199263222,96.4104570032574,97.55621130937608,94.05438915843297,10500.0,-105.6545868,4.169782868609909,,,,,,
4000.0,200.0,1051.0,4000.004369,201.5945385,59654.97927999999,27767.99119,90188.15457,84437.59526351189,93.62381974228691,96.58513638871082,96.93398305666207,60.0,,2.985375206488112,,,,,,,,,,,,,,,,,,,86.37574598216915,96.401655771707,83.26764931197474,10500.0,10.58652616,1.8359478168899477,96.47520122944306,97.61042361381358,94.16985260233844,10500.0,-100.570162,3.8975292316863053,,,,,,
4000.0,205.0,1065.0,3999.994137,206.6212209,61263.34202999999,28435.81152,92491.35313,86542.79289840646,93.56852286155592,96.4811700816841,96.9811236558779,60.0,,3.1563606515935243,,,,,,,,,,,,,,,,,,,95.89305019340296,98.09846120997345,94.06960664703577,10500.0,51.33066084,2.4171024025466687,96.45167906019067,97.69221440880966,94.22578110837844,10500.0,-95.56110146,3.728120593147556,,,,,,
4000.0,210.0,1060.0,4000.000001,211.74659810000003,62911.3392,29052.20743,94871.32523,88689.67461903105,93.48417385760919,96.44003289244506,96.93502900591872,61.0,,3.2738720109689456,,,,,,,,,,,,,,,,,,,93.6476710827148,97.76549337045131,91.55510766395358,10500.0,26.0423711,1.9422379398909724,96.47135719017083,97.73667586983217,94.2878976841853,10500.0,-90.41406357,3.5077582450115443,,,,,,
4000.0,215.0,1046.0,3999.999952,216.7651999,64634.85029,29507.2285,97215.12996,90791.70567489741,93.39256730125695,96.44115239628799,96.83891677019365,61.0,,3.350373115102586,,,,,,,,,,,,,,,,,,,96.06213666207563,98.06629017147904,94.20457368395384,10500.0,56.41061136,2.542465943436313,96.45336041409567,97.789649438344,94.32140302044662,10500.0,-85.42539474,3.3311179791978356,,,,,,
4000.0,220.0,1032.0,4000.004912,221.7548582,66293.71379,30085.32477,99522.49238,92881.73005862444,93.32737538764646,96.37129758334503,96.8414639295833,58.0,,3.497308501375548,,,,,,,,,,,,,,,,,,,95.93296030404238,97.34628697689875,93.38717484300746,10500.0,117.4618459,5.475116578091212,96.40525128235103,97.84211739042907,94.32493913021601,10500.0,-80.35788494,3.1760179710335943,,,,,,
4000.0,225.0,1018.0,4000.003772,226.6911531,67998.45887,30588.62479,101830.6209,94949.26361036957,93.24234966966559,96.31004395852068,96.8147722057148,62.0,,3.6378200496304345,,,,,,,,,,,,,,,,,,,96.30190545314599,98.03447969387042,94.40907194627471,10500.0,66.59366611,2.8116545933804447,88.74177132883881,96.1515660282853,85.32660285391842,10500.0,-14.8641092,1.839902996099716,,,,,,
4000.0,230.0,1006.0,3999.995656,231.820505,69717.75043,31150.30106,104246.6897,97097.4882692907,93.14203506002617,96.26188553757964,96.75899712525835,61.88,,3.7705632207093003,,,,,,,,,,,,,,,,,,,96.3318084656387,98.00539821652444,94.41037249592881,10500.0,71.63577496,2.999149850780348,96.3419219995448,97.9053114542433,94.32385879465846,10500.0,-70.19895973,2.8233816182264855,,,,,,
4000.0,235.0,994.0,3999.996062,236.6840457,71329.84848,31681.5873,106516.35,99134.58122913382,93.06982564567207,96.23648139499198,96.7095058927573,61.13,,3.8768545508661774,,,,,,,,,,,,,,,,,,,96.36988091341362,97.94567376284463,94.390129165094,10500.0,76.69360634,3.1763228096712846,96.22774870020815,97.96879150815342,94.27316249709673,10500.0,-65.14133602,2.701737971012335,,,,,,
4000.0,240.0,982.0,4000.002614,241.5114148,72952.1025,32269.98684,108799.3112,101156.67963464274,92.9754779868889,96.13635337327237,96.71209144566716,63.0,,4.065409705357248,,,,,,,,,,,,,,,,,,,96.37834472127811,97.90408640793673,94.35833789445924,10500.0,81.66698002,3.3741165995861664,96.10048394183328,97.9835872398818,94.16270152109479,10500.0,-60.12989561,2.5780247854455594,,,,,,
4000.0,245.0,970.0,3999.998036,246.66978340000003,74704.42577999999,32715.69175,111170.918,103317.1360356592,92.9353988384437,96.18043473728754,96.62609562151856,58.0,,4.102981494340784,,,,,,,,,,,,,,,,,,,96.35300755569752,97.8331861842247,94.26521727606564,10500.0,86.79312321,3.6119427976676817,95.93067900725163,97.99500060984411,94.00726947818382,10500.0,-55.09480202,2.465008789099309,,,,,,
4000.0,250.0,958.0,4000.002692,251.9713821,76796.50926,33107.06238,113712.3329,105537.82269182832,92.81123691714211,96.02765507705962,96.65052931123182,61.0,,4.365748948171691,,,,,,,,,,,,,,,,,,,96.37517886406253,97.77109484971783,94.22706753876778,10500.0,91.95200504,3.8024934566434387,95.74103310073801,97.99605834400342,93.82243865655084,10500.0,-49.93519785,2.338282510153629,,,,,,
4000.0,255.0,944.0,4000.002157,257.322807,78755.97145,33481.39031,116216.5838,107779.2442979366,92.73998664718675,96.02795593895345,96.57602907443233,61.0,,4.458117462063397,,,,,,,,,,,,,,,,,,,96.29898175320173,97.68732301253038,94.07189736302786,10500.0,97.03878529,4.1004434026324885,95.47995812281263,97.9690181377461,93.54077749125071,10500.0,-44.9190081,2.2323307536052015,,,,,,
4000.0,260.0,930.0,3999.991515,262.5171674,80815.91695,33792.616310000005,118707.9427,109954.6012713963,92.62615354161665,95.9392796886722,96.54664267044028,61.0,,4.653931988603698,,,,,,,,,,,,,,,,,,,96.27865740035217,97.60746188160137,93.97515382216632,10500.0,102.0667808,4.337504160334225,95.14158633109531,97.9086951700136,93.15188574082745,10500.0,-39.80899033,2.1264812974568557,,,,,,
4000.0,265.0,916.0,4000.003322,267.847346,82936.80207,34044.22102,121235.885,112187.46322396684,92.53651526028523,95.90227565171386,96.49042698042746,58.08,,4.79355986603316,,,,,,,,,,,,,,,,,,,96.0769021187435,97.43344004736143,93.61103082522808,10500.0,112.4227179,5.047196199919737,94.58652628351781,97.83582395301191,92.53950733801182,10500.0,-34.80996609,2.0718846391195256,,,,,,
4000.0,270.0,902.0,3999.996943,273.28205089999994,85132.34234,34411.38611,123898.0148,114463.59876196545,92.38533720393835,95.7504004987101,96.48558828240401,62.0,,5.080129688034547,,,,,,,,,,,,,,,,,,,96.19051553073194,98.04477273821834,94.30977234782677,10500.0,61.52832201,2.679137375800143,93.94536063953657,97.66420820043963,91.75099260965087,10500.0,-29.70338786,1.9773346921769808,,,,,,
4000.0,275.0,888.0,3999.999938,278.731136,87326.11711,34674.308710000005,126493.4554,116746.0237401748,92.29412175594248,95.6931280817187,96.44801419504901,61.0,,5.254402079825202,,,,,,,,,,,,,,,,,,,96.19940731717278,97.5084481008749,93.80254915721468,10500.0,107.1573448,4.654647588644963,92.85529932880988,97.46340111589188,90.49993284220001,10500.0,-24.73370576,1.9429390601858796,,,,,,
4000.0,280.0,876.0,3999.985735,284.3913655,89524.60949,35003.05719,129184.8748,119116.3775033687,92.20613302275592,95.6545486469792,96.39492771331771,61.0,,5.411289176631297,,,,,,,,,,,,,,,,,,,95.08843862479999,97.97485885604563,93.16276353106537,11000.0,41.39531443,2.462818084721992,96.37124431398246,97.87825858749108,94.32649571362253,10500.0,-75.27899487,3.003429674202096,,,,,,
4000.0,285.0,864.0,4000.002101,289.9835234,91852.33328,35357.70984,131901.8981,121459.1311890453,92.0829290090749,95.479199762923,96.44292080130424,61.0,,5.750911930954709,,,,,,,,,,,,,,,,,,,94.57761788585628,97.96135887607284,92.64951967360452,11000.0,36.32768539,2.398991877646993,64.300022623599,84.84633835242946,54.556214755907504,11000.0,-4.956098094,2.0379670255216498,,,,,,
4000.0,290.0,852.0,3999.997963,291.7809581,92131.74449,35764.5341,132666.6103,122211.85738661657,92.11952963165184,95.55544440694314,96.40427105266893,58.58,,5.684421203383434,,,,,,,,,,,,,,,,,,,94.04532302399842,97.8554347990982,92.02845975335006,11000.0,31.23512934,2.2779995816656955,87.88382036098808,95.93655122972477,84.3127063432586,11000.0,-14.9032779,2.0798730450771417,,,,,,
4000.0,295.0,840.0,3999.993654,296.7933003,94007.99773,36168.02189,135050.4252,124311.13274866137,92.04793880846024,95.4946487928737,96.39067735419466,58.335,,5.864886871338633,,,,,,,,,,,,,,,,,,,75.87766850981409,93.61995709762117,71.03664070556316,11000.0,5.474567559,2.004677113125909,90.77391894270582,96.80270054067314,87.87160492314088,11000.0,-19.83072248,2.107391117107578,,,,,,
4000.0,300.0,828.0,4000.006075,302.1511568,96210.68371,36449.20902,137654.1895,126555.65055165208,91.9373765603059,95.39857748055643,96.37185269250377,58.585,,6.104242178347907,,,,,,,,,,,,,,,,,,,91.92377077719067,97.37934591036,89.51476671896692,11000.0,20.95004055,2.1200933739888352,82.24033950395693,93.68972821869208,77.0507505673869,11000.0,-9.923414879,2.029948925395598,,,,,,
4000.0,305.0,814.0,4000.001467,307.0729967,98184.29844,36698.69332,140018.3276,128617.00913885716,91.85726707598324,95.354505012543,96.33238310439583,58.58,,6.265982621142845,,,,,,,,,,,,,,,,,,,89.7712483661484,96.92344785587309,87.00938909973016,11000.0,15.79564867,2.073061306799889,95.90169924676121,97.19401348032756,93.2107104937603,11000.0,-125.6346546,5.930653541341424,,,,,,
4000.0,310.0,800.0,3999.998051,312.1578986,100243.2984,36971.94678,142468.1973,130746.70010515765,91.77255175752663,95.28584082158156,96.31289493406119,58.58,,6.468545074842346,,,,,,,,,,,,,,,,,,,85.58437827719895,96.14917292219258,82.28867186412742,11000.0,10.62669234,2.0617039687620617,95.99367088691616,97.2788849212714,93.38157263378719,11000.0,-120.9428218,5.581051339575176,,,,,,
4500.0,-290.0,817.0,4500.004495,-267.7250403,-33899.5751,-87194.9541,-116791.5418,-126153.2863637755,92.57907198962698,95.98999177144853,96.44658810895315,60.0,,5.058757163775502,,,,,,,,,,,,,,,,,,,95.3879174125546,98.00473520135725,93.48467587426347,11000.0,46.43605356,2.5861179074979592,96.10820334627738,97.31357460460319,93.52632816452338,11000.0,-115.9652325,5.19837028554792,,,,,,
4500.0,-285.0,831.0,4499.992261,-267.6784094,-33834.61734,-87170.15293,-116760.7088,-126130.97075777903,92.57100623147221,95.93581143712645,96.49264945462053,61.0,,5.126200487779031,,,,,,,,,,,,,,,,,,,93.10321482311976,97.77280999153479,91.02962932501933,11000.0,26.083921,2.2255851734321115,96.10404953969038,97.42637858542489,93.63069514046305,11000.0,-110.7570242,4.970202479875268,,,,,,
4500.0,-280.0,845.0,4500.012183,-267.6558105,-33898.40885,-87111.31397999999,-116750.4822,-126120.88042939676,92.5703038247958,95.94741363841173,96.48024924742325,61.0,,5.111157599396771,,,,,,,,,,,,,,,,,,,95.63251039440904,98.00336942239392,93.72308244974195,11000.0,51.40664354,2.704175465601016,96.20184475360269,97.46250936898527,93.76073195611669,11000.0,-105.8166114,4.62930603980551,,,,,,
4500.0,-275.0,859.0,4499.997651,-267.6417551,-33901.1058,-87123.97632999999,-116763.8946,-126113.85018424263,92.58609932962712,95.96494116482182,96.47908726438804,61.0,,5.088768054242639,,,,,,,,,,,,,,,,,,,96.1370135003226,97.81498556477503,94.03640587774636,11000.0,81.86811192,3.789105105897281,96.22891885031173,97.6220401445406,93.9406337907087,11000.0,-95.51445206,4.148816861227082,,,,,,
4500.0,-270.0,871.0,4499.993748,-267.6226671,-33928.60844,-87138.25172,-116772.7243,-126104.74646838587,92.59978515501366,96.00499866224398,96.45308728224641,61.0,,5.037886308385859,,,,,,,,,,,,,,,,,,,95.91257398034224,98.00201016528777,93.99625050200416,11000.0,61.61074749,3.024267256898282,96.24951621101144,97.67354147343666,94.01031113434438,11000.0,-90.43167538,3.90658424724458,,,,,,
4500.0,-265.0,883.0,4500.009243,-264.8564963,-33801.05105,-86059.50824,-115599.6523,-124801.74674540265,92.62663008701708,96.04077059475557,96.4451133757095,61.0,,4.941187455402644,,,,,,,,,,,,,,,,,,,96.01984518427274,97.957178083229,94.05833074239884,11000.0,66.73270129999999,3.1861555476824726,96.24576079747256,97.71107244515062,94.04276505820476,11000.0,-85.39898758,3.69286995298721,,,,,,
4500.0,-260.0,895.0,4500.004094,-259.9931444,-33563.91541,-84217.64957000001,-113612.2811,-122509.97007454796,92.73717153866443,96.14039160105034,96.46015581410556,59.0,,4.728405094547954,,,,,,,,,,,,,,,,,,,96.07761163368622,97.93821797822314,94.09670071007028,11000.0,71.7993037,3.3762757304630795,96.19524290711696,97.78858697605169,94.06796877705028,11000.0,-80.39729141,3.5233655654260074,,,,,,
4500.0,-255.0,907.0,4500.002444,-254.902336,-33223.8127,-82274.31633,-111494.8249,-120111.11361060826,92.82640177782245,96.15940237173787,96.53387967093374,59.0,,4.612984580608245,,,,,,,,,,,,,,,,,,,96.11354396493138,97.8962687185552,94.09157327483592,11000.0,76.85340363,3.579493301507158,96.22077215793416,97.54681512187372,93.8602987257394,11000.0,-100.7336393,4.38497296119183,,,,,,
4500.0,-250.0,919.0,4500.007256,-250.0628201,-32890.78827,-80475.14972999999,-109450.0218,-117830.83821003376,92.88741679398484,96.21075409641485,96.54577356383713,59.0,,4.464900210033767,,,,,,,,,,,,,,,,,,,96.13672998836394,97.74495664603525,93.9688050480423,11000.0,87.03015244,4.0283275746265135,96.06644180889593,97.89149454507516,94.04087564300315,11000.0,-70.25484413,3.1831064969312863,,,,,,
4500.0,-245.0,931.0,4499.9902,-245.0659647,-32564.327060000003,-78603.58195,-107387.3456,-115475.85753963831,92.99549523859406,96.26939464107504,96.59923133963065,59.0,,4.307948529638306,,,,,,,,,,,,,,,,,,,96.11186262262976,97.66033959687303,93.86317143014031,11000.0,92.14945454,4.293848451969752,96.15692960956622,97.8264849405565,94.0669442638038,11000.0,-75.26494198,3.331657832789293,,,,,,
4500.0,-240.0,945.0,4499.993113,-240.0996696,-32176.61493,-76755.63988,-105310.062,-113135.79682026968,93.08288354330342,96.28451637022759,96.67482067977218,58.0,,4.203542010269681,,,,,,,,,,,,,,,,,,,96.050567996446,97.57792820087442,93.72415427610416,11000.0,97.32092236,4.609249078032473,93.49635860427787,97.52583939857527,91.18310853592406,11000.0,-29.77875877,2.230758269720347,,,,,,
4500.0,-235.0,959.0,4500.005413,-234.9015981,-31725.9596,-74940.60402,-103111.0072,-110686.75004946077,93.15569131257759,96.3679605484267,96.66666263603776,60.0,,4.020186429460765,,,,,,,,,,,,,,,,,,,95.97427533135206,97.48926710360386,93.56461762852999,11000.0,102.3390808,4.944473471629696,94.24340120085863,97.71621063619128,92.09108042814182,11000.0,-34.79618376,2.307208735168366,,,,,,
4500.0,-230.0,973.0,4500.001553,-229.8400777,-31219.63931,-73189.52207,-100972.8242,-108301.64466928173,93.23295551820881,96.40588718558419,96.7087781047361,60.42,,3.892483289281721,,,,,,,,,,,,,,,,,,,95.88586907816224,97.39761723927677,93.39055175130251,11000.0,107.4259113,5.309111269866917,94.80298891954445,97.80008496640778,92.71740371400861,11000.0,-39.88337477,2.387453025004725,,,,,,
4500.0,-225.0,985.0,4500.004004,-224.9283851,-30712.48355,-71485.57285,-98889.80527,-105987.29147259203,93.30345543887456,96.42482129702134,96.76290210740251,61.0,,3.789235072592026,,,,,,,,,,,,,,,,,,,95.82972420767433,97.98323768904412,93.897066447161,11000.0,56.51484728,2.8328034295457254,95.15728479887831,97.90850376766102,93.16707377251367,11000.0,-44.89578138,2.5042851394329193,,,,,,
4500.0,-220.0,997.0,4500.00002,-220.0465554,-30286.76003,-69769.55777,-96838.38242,-103686.85902627549,93.3950389947293,96.49855221734948,96.78387587035508,59.0,,3.6305412262754837,,,,,,,,,,,,,,,,,,,95.7566502685621,97.29543080071485,93.16684539913138,11000.0,112.5837037,5.746517404573184,92.4102965354977,97.24502386578816,89.86441492039033,11000.0,-24.77813273,2.1661210297229627,,,,,,
4500.0,-215.0,1009.0,4499.995664,-215.0409821,-29755.15852,-68047.99789,-94700.86719,-101328.11382537188,93.45961709423189,96.52124441845746,96.82802750557975,61.0,,3.524957415371886,,,,,,,,,,,,,,,,,,,95.08354654442913,97.93985930479724,93.12469170762529,11500.0,46.56196018,2.8991606096472604,95.69248611811048,97.9107707566478,93.6932507144402,11000.0,-55.07965771,2.7327960652640613,,,,,,
4500.0,-210.0,1021.0,4499.998408,-210.0898362,-29232.34943,-66409.93641000001,-92586.43316,-98995.17575256343,93.52620716732504,96.61307746859916,96.8049146325171,61.17,,3.3528899125634197,,,,,,,,,,,,,,,,,,,74.3599648088841,93.45563579773408,69.49357789111396,11500.0,5.479014409,2.274973509704012,95.8710100264619,97.88666250072096,93.8449320206351,11000.0,-60.18294537,2.8622435579864978,,,,,,
4500.0,-205.0,1033.0,4499.99813,-204.9890156,-28699.75825,-64625.96461,-90420.14582,-96591.64260424509,93.61073420240825,96.6188381766876,96.88662787604792,61.125,,3.2659197442450822,,,,,,,,,,,,,,,,,,,84.80303395692363,95.83411787682708,81.27023952540388,11500.0,10.68431295,2.3056138224356784,96.01524843580557,97.84466279800503,93.94579606668078,11000.0,-65.16814339,2.9910654753204144,,,,,,
4500.0,-200.0,1045.0,4499.992402000002,-200.0760853,-28102.69191,-63014.36918,-88324.0627,-94276.5302274245,93.68616185484841,96.64872144763615,96.93471413960417,61.65,,3.159469137424501,,,,,,,,,,,,,,,,,,,89.15632300084329,96.70003821987737,86.21419841725279,11500.0,15.87061758,2.3244097668541364,95.41848929162724,97.95387330990224,93.46610611494319,11000.0,-50.01325012,2.6392657661267003,,,,,,
4500.0,-195.0,1059.0,4500.002305,-195.0707312,-27688.8121,-61225.95746000001,-86178.16711000001,-91918.19267413982,93.75528891817004,96.7325041683671,96.92221836311083,60.0,,3.003423114139805,,,,,,,,,,,,,,,,,,,91.40440647205523,97.20674378451012,88.85124720704293,11500.0,21.04218635,2.3828354728076193,80.87941137761102,93.23389186691229,75.40702294639702,11500.0,-9.987719073,2.299651706208491,,,,,,
4500.0,-190.0,1073.0,4499.999524,-190.194237,-27217.31895,-59504.21119,-84117.58746,-89620.311619638,93.85995868549043,96.76548605193334,96.99735155065149,58.655,,2.898781479637997,,,,,,,,,,,,,,,,,,,92.65719531723526,97.65348894631907,90.48298398708562,11500.0,26.18860302,2.499134530271556,62.101613961056756,83.0411068264416,51.56986759034551,11500.0,-5.028075762,2.2946529123616375,,,,,,
4500.0,-185.0,1082.0,4499.998579,-185.1655792,-26706.66668,-57738.29971,-81902.66664,-87250.76892981275,93.870423888052,96.78420881073285,96.98940048331754,61.0,,2.80580253981275,,,,,,,,,,,,,,,,,,,93.57166358624337,97.83031349754268,91.54145183128787,11500.0,31.30415006,2.589706873304407,90.08519399384782,96.60160620809324,87.02374435373375,11500.0,-19.89316617,2.3751038772404756,,,,,,
4500.0,-180.0,1070.0,4500.001348,-180.2230525,-26216.44565,-56020.8602,-79780.19898,-84921.88263776698,93.94539605333674,96.8387691082898,97.0121748948321,61.0,,2.6845767877669715,,,,,,,,,,,,,,,,,,,94.28207095230441,97.86396364358457,92.2681716391818,11500.0,36.43467028,2.660841035756697,95.72728433286825,97.15845551146796,93.00715096088625,11500.0,-120.4804448,6.198905862376938,,,,,,
4500.0,-175.0,1058.0,4499.9991850000015,-175.17222769999995,-25660.82227,-54275.30293,-77613.57891,-82541.87244865282,94.0293412392376,96.84312074423342,97.09449728243771,58.0,,2.6057472486528277,,,,,,,,,,,,,,,,,,,94.7332313615009,97.95041363310578,92.79159196659722,11500.0,41.48681232,2.7774510398446437,95.8466665077645,97.24403751924984,93.20516833976077,11500.0,-115.9517014,5.799203639343498,,,,,,
4500.0,-170.0,1046.0,4499.999944,-170.1364648,-25126.21982,-52555.23,-75440.33348,-80169.01382956628,94.1016109296054,96.89710039984443,97.11499161615414,58.0,,2.4875640095662677,,,,,,,,,,,,,,,,,,,95.34694036865112,97.9289102261065,93.37221963695565,11500.0,51.58068079,3.031191484400224,95.86982294907615,97.34448109226767,93.32398167385394,11500.0,-110.907667,5.516005891702603,,,,,,
4500.0,-165.0,1034.0,4500.000701,-165.10971980000005,-24549.36473,-50871.23689,-73244.60184,-77800.40364836792,94.14424399523858,96.94114436844848,97.11484696056448,58.0,,2.3798020283679215,,,,,,,,,,,,,,,,,,,95.45855671148594,97.29075872486665,92.8723540924118,11500.0,108.30501540000002,6.204718162853795,95.98069550421664,97.37695594204932,93.46307957401356,11500.0,-105.8031129,5.120870763809144,,,,,,
4500.0,-160.0,1022.0,4500.000137,-160.1604802,-23983.432780000006,-49171.84684,-71107.3191,-75468.29139706655,94.2214508685219,96.93512104985001,97.2005294345972,58.0,,2.313011777066553,,,,,,,,,,,,,,,,,,,95.67606176028298,97.93295043029946,93.69839013736062,11500.0,61.78348610000001,3.3623510702497588,95.97283930579718,97.49194895360502,93.56579150533318,11500.0,-100.7452471,4.885601444541026,,,,,,
4500.0,-155.0,1010.0,4500.001252,-155.25979030000005,-23453.15406,-47508.65176,-68953.37183999999,-73159.08384662383,94.25127846674378,96.99657525614953,97.16969719584847,58.0,,2.197278026623826,,,,,,,,,,,,,,,,,,,95.75212340212191,97.91374399804086,93.75448898064181,11500.0,66.94596920000001,3.576369591247203,96.02009005322478,97.55929794762793,93.67652574460624,11500.0,-95.57042072,4.58027154262361,,,,,,
4500.0,-150.0,996.0,4500.001023,-150.3270072,-22884.56883,-45847.67605,-66804.48074,-70834.73153764693,94.31034647811865,97.03184213166742,97.19525508970979,58.0,,2.102486657646936,,,,,,,,,,,,,,,,,,,95.82498523180067,97.86183525704986,93.77608918263714,11500.0,72.02785625,3.778976423148022,96.00600123447369,97.60409215577779,93.70578591997287,11500.0,-90.55477837,4.355257204571768,,,,,,
4500.0,-145.0,982.0,4500.001592000001,-145.2934736,-22253.66281,-44167.98674,-64590.16027000001,-68462.917540022,94.34327748630045,97.01843265906874,97.24263204481045,60.0,,2.0412679900219954,,,,,,,,,,,,,,,,,,,95.88397063204923,97.8038139736424,93.77818026751135,11500.0,77.18724331,3.989995959700318,95.97548021634245,97.6777420016429,93.74668195055679,11500.0,-85.49828251,4.143486552110611,,,,,,
